class,id,x,y,value
238,23313,440,290,-0.4939
69,23314,522,354,0
11,23315,536,414,-0.296
2,23316,93,195,0.6369
6,23317,155,419,-0.915
0,23318,107,363,0.2144
53,23319,666,309,-0.7351
0,23320,103,362,0
8,23321,549,294,-0.5106
6,23322,164,411,0
11,23323,537,417,0
73,23324,523,463,-0.6341
6,23325,140,412,0
52,23326,301,334,0.5673
117,23327,422,396,0.4912
19,23328,523,463,0
34,23329,80,434,0.7043
34,23330,80,434,0.7043
217,23331,468,346,-0.4939
16,23332,624,340,0.836
51,23333,387,433,0.2444
80,23334,654,318,-0.7887
12,23335,588,322,0
4,23336,567,483,0.5719
2,23337,93,195,0
96,23338,624,340,-0.802
80,23339,654,318,-0.7003
171,23340,406,474,-0.8555
199,23341,610,317,-0.5267
38,23342,590,276,0.0516
118,23343,537,417,-0.7574
191,23344,117,347,-0.7351
6,23345,146,418,0
24,23346,103,362,-0.296
14,23347,653,318,0.4939
70,23348,628,252,0
90,23349,421,343,-0.4767
37,23350,531,352,0.5859
37,23351,531,352,0.5859
2,23352,103,210,0.5399
19,23353,523,463,0.6816
8,23354,549,294,-0.7644
6,23355,162,434,0.1779
217,23356,468,351,-0.6476
6,23357,162,434,0
5,23358,699,310,0.4404
32,23359,256,372,0
89,23360,597,273,-0.4588
4,23361,563,482,0
6,23362,146,418,-0.6249
48,23363,219,423,0
209,23364,335,372,-0.6486
209,23365,335,372,-0.6486
217,23366,470,348,-0.6588
14,23367,650,323,0
30,23368,620,344,0
5,23369,699,310,0
38,23370,590,276,0
0,23371,113,351,0.5719
96,23372,624,340,-0.7717
116,23373,550,331,0.3612
23,23374,583,518,0
16,23375,641,327,-0.5423
8,23376,542,290,0
29,23377,600,390,0.7777
12,23378,589,321,0.5411
12,23379,589,321,0.5411
52,23380,313,328,0.5859
52,23381,313,328,0.5859
52,23382,313,328,0.5859
52,23383,313,328,0.5859
0,23384,103,362,0.6696
103,23385,494,361,-0.5529
103,23386,494,361,-0.5529
137,23387,191,433,0.6369
20,23388,477,379,0.7034
30,23389,615,346,-0.4263
69,23390,521,354,0.3612
11,23391,537,413,-0.3164
149,23392,190,450,-0.8777
67,23393,139,411,-0.3182
4,23394,581,504,-0.4404
5,23395,686,295,0
90,23396,421,343,-0.453
64,23397,470,348,0.3802
95,23398,579,399,0
37,23399,530,357,0.6239
16,23400,638,327,-0.7097
18,23401,496,303,0.7269
80,23402,654,318,-0.4939
45,23403,574,400,0.5815
121,23404,567,468,0
187,23405,556,394,-0.7321
6,23406,163,426,0.3612
24,23407,109,363,-0.1436
29,23408,600,390,0.6084
50,23409,99,244,0.5719
54,23410,565,307,0
54,23411,565,307,0
6,23412,164,420,0.5023
113,23413,506,386,-0.886
253,23414,579,411,-0.5255
249,23415,600,283,-0.8548
53,23416,664,309,0
167,23417,225,325,-0.5592
75,23418,570,413,0.7003
11,23419,534,417,0.3818
96,23420,615,346,-0.5719
34,23421,80,434,0
34,23422,80,434,0
55,23423,283,521,0
55,23424,283,521,0
30,23425,618,347,-0.296
71,23426,402,311,0
115,23427,568,453,0.5859
14,23428,638,327,0.875
36,23429,399,459,0.4294
152,23430,162,434,-0.4404
95,23431,579,399,0.1779
95,23432,579,411,-0.2023
16,23433,640,330,-0.7891
43,23434,563,512,0
66,23435,113,351,-0.4588
14,23436,653,318,0.7579
0,23437,103,362,0.4215
16,23438,618,342,0.6369
89,23439,590,276,-0.4215
3,23440,146,418,0.7504
79,23441,385,393,0.4019
92,23442,493,300,-0.7865
18,23443,495,301,0.5661
38,23444,590,276,0
21,23445,119,348,0.2023
11,23446,534,413,0.2661
16,23447,619,346,0.8689
14,23448,654,318,0.4404
14,23449,655,316,0.3071
10,23450,689,281,0
43,23451,563,512,-0.34
70,23452,628,252,-0.128
6,23453,164,418,0
395,23454,224,301,-0.8176
14,23455,654,318,-0.296
76,23456,387,454,0.4199
14,23457,654,318,0.811
109,23458,219,423,-0.5267
23,23459,582,525,-0.2023
11,23460,537,417,0.4939
198,23461,563,512,-0.8602
14,23462,654,318,-0.152
36,23463,406,474,-0.2714
52,23464,300,330,-0.3208
85,23465,321,411,0
23,23466,582,525,0.8481
30,23467,620,344,0
68,23468,494,361,-0.0803
68,23469,494,361,-0.0803
117,23470,407,386,0.6486
179,23471,637,346,-0.5983
110,23472,298,329,-0.5267
14,23473,654,318,0.6768
68,23474,494,361,-0.0803
68,23475,494,361,-0.0803
85,23476,321,411,0
16,23477,637,346,0
129,23478,373,479,-0.6486
129,23479,373,479,-0.6486
11,23480,534,413,0.508
207,23481,468,346,0
4,23482,571,469,0.6239
7,23483,544,431,0
0,23484,113,351,0.8555
29,23485,579,399,0.6696
80,23486,654,320,-0.765
43,23487,563,512,-0.34
15,23488,283,521,0.6588
15,23489,283,521,0.6588
85,23490,321,411,0
110,23491,300,330,-0.5216
58,23492,592,359,-0.6103
20,23493,469,350,0.8081
4,23494,581,504,0.7644
186,23495,424,468,0
25,23496,420,427,0
78,23497,417,344,0.504
41,23498,584,322,-0.4466
2,23499,106,211,0
6,23500,151,417,-0.3818
175,23501,462,438,0.4824
14,23502,654,320,0
24,23503,108,369,0
60,23504,584,298,-0.4215
76,23505,387,454,0.63
90,23506,421,343,-0.2023
50,23507,97,243,0
52,23508,300,330,0.3612
96,23509,619,346,-0.7269
17,23510,186,386,0.2244
6,23511,146,418,0
14,23512,659,318,0
136,23513,395,275,-0.4588
16,23514,637,346,0
11,23515,534,413,0
34,23516,80,434,-0.8491
34,23517,80,434,-0.8491
263,23518,100,295,0.0015
20,23519,477,379,0.8225
38,23520,590,276,0
80,23521,654,318,-0.9001
6,23522,153,419,-0.5994
192,23523,655,244,-0.3786
4,23524,576,504,0.3612
52,23525,300,330,0.3818
12,23526,585,323,0.7463
30,23527,620,338,0
34,23528,80,434,-0.3182
34,23529,80,434,-0.3182
14,23530,655,320,0
2,23531,100,209,-0.1027
18,23532,496,303,0
11,23533,537,417,-0.34
18,23534,496,303,0
11,23535,537,417,-0.34
14,23536,651,320,0
96,23537,624,340,-0.8419
44,23538,496,303,-0.0789
6,23539,164,420,-0.4084
25,23540,428,436,-0.0258
179,23541,637,346,-0.5707
6,23542,146,418,0.1953
28,23543,494,361,0.296
28,23544,494,361,0.296
5,23545,689,291,-0.09
176,23546,488,267,-0.0415
35,23547,222,318,0.6544
105,23548,629,376,-0.4278
65,23549,382,466,0.8126
14,23550,654,318,0
78,23551,421,343,0
36,23552,406,474,0
65,23553,373,479,0
65,23554,373,479,0
166,23555,471,469,0
14,23556,656,309,0
28,23557,494,361,0.3182
28,23558,494,361,0.3182
38,23559,590,276,0
30,23560,620,344,0
217,23561,466,349,-0.4738
259,23562,515,395,-0.8481
80,23563,654,320,-0.8614
0,23564,105,362,0.8398
53,23565,660,310,-0.7897
53,23566,660,310,-0.7897
123,23567,435,253,0
27,23568,508,387,0
12,23569,587,321,0.6249
6,23570,164,420,-0.7579
0,23571,105,362,0.8398
14,23572,655,320,0
18,23573,496,303,0
18,23574,496,303,0
118,23575,537,417,-0.7639
18,23576,496,303,0
18,23577,496,303,0
14,23578,654,318,0.0516
69,23579,531,352,0
69,23580,531,352,0
166,23581,471,469,0
76,23582,382,466,-0.3049
73,23583,523,463,-0.4037
8,23584,550,295,0
36,23585,406,474,0
15,23586,283,521,0.836
15,23587,283,521,0.836
1,23588,550,295,0.7378
166,23589,471,469,0
36,23590,406,474,0
264,23591,435,253,-0.5983
36,23592,406,474,0
14,23593,655,320,0
111,23594,626,292,0.3272
6,23595,164,420,-0.3818
79,23596,387,396,0
36,23597,406,474,0
36,23598,406,474,-0.296
4,23599,581,504,-0.4404
12,23600,589,321,0.3818
12,23601,589,321,0.3818
2,23602,103,210,0
14,23603,659,318,0
11,23604,537,417,0
36,23605,406,474,0
33,23606,536,362,0.5859
79,23607,387,396,0.3595
14,23608,654,318,-0.3412
6,23609,146,418,0.128
38,23610,590,276,-0.3612
30,23611,617,342,0
50,23612,93,259,0.6369
94,23613,526,401,0
234,23614,96,253,-0.891
175,23615,462,438,0.4824
195,23616,160,206,0
11,23617,537,417,0
30,23618,618,342,-0.5267
12,23619,573,315,0.829
30,23620,617,342,0
166,23621,471,469,0
14,23622,652,316,0
0,23623,101,354,0.3182
175,23624,462,438,0.7824
6,23625,146,418,0.0281
36,23626,406,474,0
112,23627,530,357,-0.7177
78,23628,421,343,0
80,23629,654,318,-0.7034
8,23630,551,293,0
109,23631,219,423,-0.5229
41,23632,580,332,0
41,23633,580,332,0
14,23634,654,318,0.6124
19,23635,523,463,0
76,23636,382,466,0.0516
207,23637,468,349,0
82,23638,482,463,0
14,23639,652,316,-0.296
51,23640,391,430,0.6319
105,23641,629,376,0
78,23642,421,343,0
22,23643,490,466,0.6369
419,23644,387,453,-0.4019
15,23645,283,521,0.6249
15,23646,283,521,0.6249
24,23647,108,369,0.4019
16,23648,637,346,0
18,23649,496,303,0
14,23650,658,314,0.783
14,23651,658,314,0.783
50,23652,96,253,-0.6139
23,23653,582,523,0
96,23654,617,342,-0.7104
36,23655,410,471,0.5859
88,23656,282,397,0.5994
264,23657,435,253,-0.7896
45,23658,574,400,0.5859
4,23659,578,493,0
6,23660,161,425,0
16,23661,618,342,0.8434
30,23662,617,344,0.3612
159,23663,629,283,0
11,23664,537,415,0.6712
38,23665,590,276,-0.3389
30,23666,620,344,0
18,23667,496,303,0
14,23668,655,320,0.5994
76,23669,382,466,0
34,23670,80,434,0.7896
34,23671,80,434,0.7896
6,23672,150,412,-0.4234
38,23673,590,276,0.3917
48,23674,224,425,0.5067
94,23675,526,401,0
93,23676,614,281,0
82,23677,482,463,0
103,23678,502,358,-0.4939
52,23679,300,330,0
93,23680,614,281,0
147,23681,682,223,0.5696
16,23682,640,330,-0.3987
18,23683,496,303,0
73,23684,523,463,-0.6801
187,23685,557,394,-0.7717
90,23686,421,343,-0.128
11,23687,534,419,0
57,23688,471,469,0.6767
110,23689,300,330,-0.6478
75,23690,557,394,0.0772
69,23691,530,357,-0.126
317,23692,444,338,0.3612
30,23693,617,342,0.4588
51,23694,392,430,0
75,23695,559,403,0.4019
6,23696,146,412,0
30,23697,617,344,0.0516
17,23698,204,371,0.3384
34,23699,80,434,0
34,23700,80,434,0
34,23701,80,434,-0.4519
34,23702,80,434,-0.4519
50,23703,94,248,0.4939
231,23704,84,316,0.6808
14,23705,654,318,-0.34
2,23706,103,210,0.6369
40,23707,468,303,0
36,23708,408,466,0
391,23709,655,244,-0.8268
30,23710,619,346,0
152,23711,162,434,-0.4898
16,23712,619,346,0.9274
55,23713,283,521,0
55,23714,283,521,0
40,23715,468,303,0
65,23716,373,479,0.3612
65,23717,373,479,0.3612
62,23718,335,372,0.0299
62,23719,335,372,0.0299
4,23720,556,495,0.8248
18,23721,496,303,0
62,23722,335,372,0
62,23723,335,372,0
55,23724,283,521,0
55,23725,283,521,0
51,23726,392,430,0.6166
78,23727,421,343,0.6486
18,23728,496,303,0
30,23729,619,346,-0.5267
41,23730,580,332,0
41,23731,580,332,0
18,23732,496,303,0
40,23733,468,303,0
3,23734,146,418,0.4926
33,23735,536,362,0.5859
53,23736,665,311,0
40,23737,468,303,0
18,23738,492,306,0.7409
18,23739,492,306,0.7409
116,23740,550,331,0
53,23741,665,311,0
38,23742,590,276,0
84,23743,556,495,-0.6166
53,23744,665,311,0
100,23745,382,466,-0.8442
40,23746,468,303,0
14,23747,654,318,0
14,23748,654,318,0
7,23749,550,439,-0.0634
89,23750,590,276,-0.6597
54,23751,565,309,-0.3851
37,23752,531,352,0.5859
37,23753,531,352,0.5859
264,23754,435,253,-0.4956
16,23755,619,346,0.8834
40,23756,468,303,0.4215
75,23757,556,394,0.4588
6,23758,162,434,0
28,23759,494,361,0.5893
28,23760,494,361,0.5893
44,23761,496,303,-0.2411
4,23762,556,495,0.5473
6,23763,146,418,0
14,23764,655,316,-0.1129
73,23765,523,463,-0.4389
161,23766,169,273,0.4738
167,23767,225,325,-0.8796
30,23768,620,344,0
70,23769,628,252,0.5093
30,23770,619,346,-0.5255
14,23771,654,318,-0.0387
50,23772,99,245,0.6369
103,23773,494,361,-0.5267
103,23774,494,361,-0.5267
58,23775,592,359,-0.5096
14,23776,654,318,0.0747
203,23777,471,469,-0.8759
78,23778,421,343,-0.0258
14,23779,655,316,0.4215
53,23780,675,307,-0.2287
53,23781,675,307,-0.2287
118,23782,534,419,-0.7582
0,23783,115,347,0.3716
30,23784,621,345,-0.2263
77,23785,538,333,0.7506
8,23786,550,296,0
80,23787,654,318,-0.5423
6,23788,148,413,0
3,23789,146,418,0.6249
99,23790,542,331,0
14,23791,640,330,0.6908
203,23792,471,469,-0.4151
7,23793,548,440,0.8605
14,23794,654,318,0
36,23795,400,461,0.3612
19,23796,523,463,0
33,23797,544,378,0.5859
171,23798,406,474,-0.8225
6,23799,146,418,0.0243
92,23800,498,317,0
48,23801,219,423,0.128
40,23802,468,303,0.4215
53,23803,675,314,-0.1788
209,23804,335,372,-0.5267
209,23805,335,372,-0.5267
6,23806,147,409,0
18,23807,496,303,0
53,23808,655,316,-0.5916
73,23809,523,463,-0.296
4,23810,569,488,0.3612
50,23811,97,252,0.4404
76,23812,382,466,0
65,23813,382,469,0.4201
261,23814,628,252,-0.8122
261,23815,628,252,-0.8122
24,23816,107,363,0
5,23817,686,295,-0.6892
34,23818,80,434,0.8025
34,23819,80,434,0.8025
100,23820,382,466,-0.5574
259,23821,507,422,-0.4199
8,23822,549,294,0
74,23823,469,400,0.5859
14,23824,659,319,-0.186
12,23825,589,321,0
12,23826,589,321,0
138,23827,391,518,0.5106
6,23828,146,418,-0.7096
90,23829,419,345,-0.296
238,23830,444,291,-0.5574
55,23831,283,521,0
55,23832,283,521,0
193,23833,492,458,-0.6124
6,23834,151,407,-0.0572
2,23835,103,210,0
116,23836,550,331,-0.3595
6,23837,162,419,0
99,23838,542,337,0
238,23839,458,271,0.6597
96,23840,636,352,0
92,23841,496,303,-0.7845
18,23842,496,300,0.5098
27,23843,508,387,0
52,23844,300,334,0.5994
169,23845,333,442,-0.5255
25,23846,420,427,0
84,23847,554,493,-0.4423
14,23848,662,317,0.2023
53,23849,659,318,-0.4678
2,23850,106,209,-0.1491
0,23851,103,362,0.2716
2,23852,105,203,0.6249
6,23853,146,418,0.2057
95,23854,574,400,0
15,23855,283,521,0.6369
15,23856,283,521,0.6369
221,23857,430,298,0.1007
420,23858,458,271,-0.8326
241,23859,84,315,-0.4675
2,23860,106,207,0.0772
6,23861,153,419,0.128
12,23862,586,320,0.4404
34,23863,80,434,0.7003
34,23864,80,434,0.7003
14,23865,654,318,0
9,23866,555,497,-0.0772
273,23867,458,271,0.1506
138,23868,378,517,0.9868
36,23869,408,466,0.7896
30,23870,620,344,0
40,23871,468,303,0.0516
14,23872,654,318,-0.3561
112,23873,522,354,-0.6486
41,23874,580,332,0
41,23875,580,332,0
68,23876,494,361,0
68,23877,494,361,0
14,23878,654,318,0
68,23879,494,361,-0.2982
68,23880,494,361,-0.2982
423,23881,635,386,-0.7666
2,23882,106,207,0.1531
80,23883,655,320,-0.5267
216,23884,663,260,0.4404
309,23885,435,253,-0.9121
57,23886,464,473,0
2,23887,106,207,0.296
227,23888,93,195,-0.872
34,23889,80,434,0.7184
34,23890,80,434,0.7184
66,23891,103,364,-0.4215
73,23892,523,463,-0.5106
6,23893,146,418,-0.3447
14,23894,654,318,0.6634
96,23895,621,325,-0.3237
14,23896,654,318,0
18,23897,498,301,0
22,23898,492,458,0.3182
6,23899,162,434,0
73,23900,504,462,0.4215
424,23901,443,326,-0.4767
201,23902,394,360,-0.8176
210,23903,539,333,-0.4404
57,23904,464,473,0.5859
73,23905,536,463,-0.34
24,23906,106,367,0
46,23907,424,468,0.3291
94,23908,530,398,-0.34
78,23909,421,343,0.5106
52,23910,301,334,0
14,23911,654,318,0
86,23912,387,433,-0.5106
96,23913,621,325,-0.1343
6,23914,146,418,-0.6369
14,23915,654,320,0
186,23916,424,465,0
65,23917,382,466,0.6597
6,23918,142,412,-0.4404
51,23919,387,433,0.4939
41,23920,589,321,-0.2944
41,23921,589,321,-0.2944
24,23922,108,369,-0.1531
234,23923,103,241,-0.8304
80,23924,655,320,-0.7973
19,23925,536,463,0.8577
123,23926,435,253,-0.3818
0,23927,103,362,0.8268
6,23928,146,418,0
152,23929,162,434,-0.7579
19,23930,523,463,0.6696
52,23931,301,334,0
80,23932,654,318,-0.5707
80,23933,655,320,-0.7973
14,23934,654,318,0
66,23935,108,369,-0.6249
418,23936,447,224,0
79,23937,384,396,0.0516
44,23938,496,303,-0.3612
78,23939,421,343,0.6808
44,23940,496,303,-0.296
48,23941,219,423,0
32,23942,256,372,0.5983
52,23943,301,334,0
6,23944,158,413,0
24,23945,108,369,0
30,23946,619,341,-0.4404
3,23947,146,418,0.6166
207,23948,468,348,0.2023
33,23949,556,369,0.3595
5,23950,686,291,0
143,23951,394,360,0.0258
30,23952,620,344,0
23,23953,584,513,0
14,23954,654,318,0.6122
131,23955,508,419,0
0,23956,103,362,0.5106
9,23957,558,502,0
30,23958,619,346,0.2263
33,23959,544,378,0
6,23960,159,413,0.4019
44,23961,496,303,-0.5859
110,23962,304,323,-0.4168
41,23963,585,323,-0.8805
13,23964,186,386,0.5859
33,23965,544,378,0.4019
78,23966,421,343,0
16,23967,637,346,0.2924
16,23968,640,330,0.2837
16,23969,637,346,0
65,23970,382,466,0.6249
53,23971,669,303,0.2023
1,23972,549,291,0.765
16,23973,637,346,0.3182
30,23974,618,345,0
44,23975,494,301,-0.604
5,23976,691,298,-0.6597
3,23977,146,418,0.4939
19,23978,523,463,0.8591
51,23979,394,433,0
90,23980,421,343,-0.128
179,23981,637,346,-0.5574
267,23982,78,298,-0.5267
228,23983,570,285,-0.1263
14,23984,655,317,0.1012
23,23985,582,522,0.4215
16,23986,637,346,0
99,23987,542,337,0
44,23988,496,303,-0.3182
0,23989,103,362,0.128
80,23990,654,318,-0.6597
6,23991,146,418,0
264,23992,435,253,-0.6597
16,23993,637,346,0.6696
6,23994,146,418,0
18,23995,496,303,0.6486
36,23996,406,474,0.0258
6,23997,149,413,-0.1027
41,23998,589,321,-0.836
41,23999,589,321,-0.836
8,24000,549,291,-0.0258
14,24001,653,318,0
53,24002,659,318,-0.4019
5,24003,675,307,0
5,24004,675,307,0
90,24005,421,343,-0.5106
6,24006,154,420,-0.6597
51,24007,387,433,0
38,24008,590,276,0.8118
19,24009,523,463,0
58,24010,592,359,0.6808
14,24011,646,323,-0.1012
51,24012,387,433,0.5267
99,24013,536,337,0
44,24014,501,305,-0.2263
78,24015,421,343,0.4215
58,24016,592,359,0
6,24017,146,418,-0.7096
116,24018,550,321,-0.7269
17,24019,195,408,0.4753
262,24020,574,400,-0.7474
66,24021,103,362,-0.8225
58,24022,592,359,0
22,24023,504,462,0.7494
25,24024,430,432,0.5859
6,24025,148,414,0
105,24026,635,385,-0.5859
6,24027,154,420,-0.4404
131,24028,509,421,0
6,24029,159,413,-0.8038
11,24030,534,419,0.9226
92,24031,501,305,-0.8034
40,24032,468,303,0
131,24033,508,419,0
54,24034,565,307,0
54,24035,565,307,0
6,24036,146,418,-0.6792
351,24037,259,285,-0.4724
6,24038,154,420,-0.128
5,24039,678,293,0.6696
84,24040,556,495,-0.5423
105,24041,629,376,0
14,24042,640,330,0.553
67,24043,131,400,0.2235
67,24044,131,400,0.2235
123,24045,432,251,0
259,24046,508,419,-0.7632
66,24047,103,362,-0.7783
323,24048,664,316,-0.9325
6,24049,150,412,0
47,24050,487,280,0
6,24051,152,412,-0.7184
80,24052,652,321,-0.6351
51,24053,387,433,-0.1027
11,24054,537,417,0
14,24055,646,323,0.7418
80,24056,654,318,-0.7088
170,24057,586,386,-0.5859
80,24058,653,318,-0.8638
86,24059,395,430,-0.7606
30,24060,620,344,0
29,24061,586,386,0.5106
27,24062,506,386,0.332
51,24063,387,433,0
6,24064,152,412,-0.3612
33,24065,556,369,0.296
4,24066,560,494,0.5267
87,24067,508,422,0.6369
68,24068,499,359,0
18,24069,496,303,0.6369
164,24070,477,379,0
264,24071,435,253,-0.8126
6,24072,154,420,0.25
41,24073,580,332,-0.5349
41,24074,580,332,-0.5349
41,24075,589,321,-0.5267
41,24076,589,321,-0.5267
33,24077,539,388,0
3,24078,146,418,0.8369
50,24079,99,242,-0.7003
47,24080,494,284,-0.2023
86,24081,390,448,0
80,24082,655,320,-0.8105
29,24083,600,390,0.8966
174,24084,233,440,0
34,24085,80,434,0.1511
34,24086,80,434,0.1511
3,24087,146,418,0.7906
5,24088,689,281,0.6369
6,24089,152,412,0.1531
14,24090,658,314,-0.2942
14,24091,658,314,-0.2942
3,24092,146,418,0.7096
18,24093,496,303,0.6369
6,24094,148,414,0
134,24095,556,369,0
14,24096,654,318,0.7697
17,24097,186,386,0
163,24098,407,386,-0.0516
4,24099,560,508,0.4019
3,24100,146,418,0.69
4,24101,570,485,-0.4199
16,24102,624,324,0.4939
84,24103,555,497,-0.6369
51,24104,387,433,-0.3818
6,24105,146,418,0
2,24106,104,214,0
6,24107,152,412,-0.8016
25,24108,411,438,0.4199
6,24109,148,414,-0.6289
16,24110,639,330,0
3,24111,146,418,0.5256
51,24112,394,427,0.4442
29,24113,595,401,-0.5216
4,24114,584,516,0.5859
18,24115,497,296,0
77,24116,537,331,0.734
80,24117,653,318,-0.4003
6,24118,146,418,0.3164
3,24119,146,418,0.4926
14,24120,652,321,0.4926
38,24121,588,277,0.8316
6,24122,146,418,0
128,24123,76,242,0
30,24124,619,346,-0.0516
119,24125,190,450,0.4019
34,24126,80,434,0
34,24127,80,434,0
79,24128,387,391,-0.6114
142,24129,624,324,-0.3265
6,24130,152,412,0.6124
39,24131,654,320,-0.4559
95,24132,579,401,0
30,24133,619,346,0
4,24134,584,520,0.743
8,24135,545,291,0
79,24136,407,386,0.7284
30,24137,619,346,0
12,24138,589,321,0
12,24139,589,321,0
53,24140,661,316,-0.6114
229,24141,444,405,0
16,24142,637,326,0
24,24143,105,360,-0.2808
6,24144,164,418,-0.2103
118,24145,534,419,-0.6249
78,24146,421,343,0.6486
6,24147,154,420,-0.4019
0,24148,107,360,0.9336
34,24149,80,434,0
34,24150,80,434,0
71,24151,402,311,-0.4639
66,24152,105,365,-0.9183
9,24153,555,490,0
189,24154,655,244,0.6369
11,24155,534,419,0
6,24156,156,418,0.6696
14,24157,643,330,0.6988
264,24158,436,253,-0.5994
14,24159,654,318,0.0258
292,24160,629,297,-0.9378
6,24161,159,413,0.561
30,24162,620,344,0
90,24163,419,345,-0.3612
6,24164,146,418,-0.6908
202,24165,403,386,-0.6054
2,24166,106,207,0
419,24167,387,454,-0.6784
69,24168,522,354,-0.1984
28,24169,498,352,0.4389
14,24170,647,320,0.2023
6,24171,146,418,0
21,24172,113,351,0
129,24173,373,479,-0.4753
129,24174,373,479,-0.4753
1,24175,551,291,0.4404
51,24176,387,433,0
87,24177,507,422,0.2612
70,24178,624,264,-0.2263
51,24179,387,433,-0.3818
41,24180,589,321,-0.4939
41,24181,589,321,-0.4939
96,24182,618,341,-0.9231
66,24183,108,369,-0.6715
14,24184,640,330,0.6369
56,24185,225,325,0
6,24186,159,413,0.5106
14,24187,652,321,0.7003
30,24188,619,346,-0.34
12,24189,585,323,0.3182
24,24190,108,369,-0.2798
123,24191,435,253,0.639
31,24192,522,295,0.8107
205,24193,223,225,0.802
85,24194,325,419,0.5859
85,24195,325,419,0.5859
20,24196,468,350,0.8519
0,24197,105,362,0.3182
21,24198,113,351,-0.2263
114,24199,420,427,-0.5904
2,24200,106,207,0
90,24201,421,343,-0.296
29,24202,598,391,-0.296
107,24203,420,427,-0.3094
62,24204,335,372,0
62,24205,335,372,0
41,24206,587,321,-0.8176
14,24207,660,308,0.6908
40,24208,470,301,0
38,24209,590,276,0
29,24210,598,391,-0.3191
11,24211,536,416,0
14,24212,654,318,0.631
53,24213,659,318,-0.4939
12,24214,585,323,0
18,24215,496,303,0
30,24216,619,346,0
38,24217,590,276,0
109,24218,233,440,0.5106
58,24219,592,359,0.5574
121,24220,570,464,0
16,24221,640,330,-0.34
171,24222,406,474,-0.4588
77,24223,538,343,0.4404
14,24224,659,318,0.2732
86,24225,387,433,-0.5859
14,24226,659,318,0.6249
8,24227,553,292,-0.3653
14,24228,659,318,0.25
229,24229,444,405,-0.7149
38,24230,590,276,0
41,24231,589,321,-0.6808
41,24232,589,321,-0.6808
90,24233,421,343,-0.5267
236,24234,76,242,-0.3875
4,24235,564,513,0.4588
1,24236,553,292,0.8176
11,24237,534,419,0.0258
14,24238,654,320,0
30,24239,619,346,0.5423
50,24240,103,243,0
36,24241,406,474,-0.3612
8,24242,553,292,-0.4767
14,24243,655,317,0.6517
14,24244,647,320,0.3956
6,24245,148,413,-0.8324
14,24246,654,320,-0.3612
6,24247,152,413,-0.5574
30,24248,620,344,0
131,24249,500,426,0
51,24250,387,433,0.3612
16,24251,640,330,-0.5574
8,24252,553,292,-0.7814
26,24253,584,518,-0.5267
6,24254,155,417,0
37,24255,533,342,0.8313
78,24256,421,343,0.4215
152,24257,164,427,-0.7269
8,24258,553,292,0
224,24259,164,229,0
41,24260,589,321,-0.6808
41,24261,589,321,-0.6808
71,24262,397,323,-0.5719
71,24263,397,323,-0.5719
95,24264,574,400,-0.3182
13,24265,186,386,0.5719
211,24266,434,465,-0.7096
93,24267,614,281,0
167,24268,225,325,-0.8869
8,24269,553,292,0
5,24270,687,293,0
30,24271,623,342,0
78,24272,419,345,0.6369
14,24273,660,310,0.168
14,24274,660,310,0.168
120,24275,584,430,0.4404
70,24276,624,264,0
46,24277,426,482,0
50,24278,99,244,0.3041
9,24279,555,497,0
129,24280,385,499,0.5859
237,24281,544,378,-0.8796
24,24282,107,363,0
121,24283,570,466,-0.3182
50,24284,100,245,0.3911
6,24285,146,418,-0.5994
192,24286,655,244,0
18,24287,498,296,0.6652
139,24288,566,353,0.5093
6,24289,146,418,-0.5423
70,24290,624,264,0
34,24291,80,434,0
34,24292,80,434,0
1,24293,550,296,0.4199
221,24294,441,278,0
2,24295,103,210,0
18,24296,512,297,0.8091
9,24297,556,488,0
51,24298,387,433,0
11,24299,534,419,0.7783
2,24300,104,205,-0.1779
94,24301,526,401,0
18,24302,496,303,0.2732
51,24303,387,433,0
26,24304,583,520,-0.5423
148,24305,494,259,0.5859
6,24306,156,416,0.2732
54,24307,569,304,-0.4215
6,24308,158,413,0.5562
0,24309,104,361,0.4404
50,24310,100,245,0.8555
14,24311,654,318,0
54,24312,569,304,-0.4215
66,24313,116,348,-0.4416
118,24314,534,419,-0.5423
33,24315,544,378,0.5859
50,24316,100,245,0.8555
105,24317,636,388,0.4796
50,24318,100,245,0.3911
167,24319,222,318,-0.8205
18,24320,495,301,0.3553
30,24321,623,342,0
23,24322,584,520,0.2732
33,24323,544,378,0.6249
5,24324,689,290,0.3612
36,24325,406,474,0
2,24326,103,210,-0.34
30,24327,623,342,0
36,24328,406,474,0.2732
54,24329,565,307,-0.6632
54,24330,565,307,-0.6632
3,24331,146,418,0.5719
36,24332,406,474,0
175,24333,462,438,0.7824
105,24334,629,376,-0.3595
14,24335,654,318,-0.1677
6,24336,153,413,0.6705
36,24337,406,474,0
2,24338,103,210,-0.7501
6,24339,153,415,-0.3182
8,24340,568,313,0.8264
6,24341,158,413,-0.2144
6,24342,155,419,0
4,24343,584,511,0.5106
14,24344,654,318,0.7184
30,24345,620,344,0
6,24346,150,416,0
113,24347,506,386,-0.5106
38,24348,600,283,0
96,24349,619,346,-0.783
6,24350,146,418,-0.6428
26,24351,565,512,0
6,24352,153,415,-0.4019
113,24353,506,386,-0.7184
51,24354,387,433,0
36,24355,406,474,0
76,24356,382,466,0
122,24357,504,461,-0.3382
30,24358,619,346,0.4327
4,24359,578,493,0
