x,y,sentiment
420,427,0.0
407,386,-0.5707
459,463,0.0
588,277,0.0
523,463,0.296
654,318,-0.296
223,423,0.765
485,422,0.4857
148,414,-0.3595
689,290,0.0
186,386,0.0
654,318,0.0
146,418,-0.3595
186,386,0.0
105,362,0.0
469,400,-0.4767
652,321,0.0
186,386,0.0
523,463,0.911
585,323,0.3089
523,463,0.296
582,524,0.0
420,427,0.0
531,352,0.0
531,352,0.0
654,318,0.7424
164,415,-0.0108
184,386,0.0
654,318,0.4449
387,398,0.3612
556,501,0.0
523,463,0.296
283,521,0.0
283,521,0.0
657,313,-0.0
640,318,0.6249
184,386,0.0
283,521,0.0
283,521,0.0
508,387,-0.2263
550,331,0.0
565,307,0.0
222,423,0.0
564,513,0.0
494,361,0.0
494,361,0.0
222,423,0.5859
459,463,0.0
148,413,-0.5882
688,304,0.0
148,414,-0.6514
184,386,0.0
623,343,0.4939
407,386,-0.3313
391,362,0.508
184,386,0.0
105,362,0.0
223,423,0.6124
640,330,0.128
514,334,0.4926
222,423,0.4019
537,417,0.0
434,251,0.0
552,288,0.0
404,312,0.0
184,386,0.0
652,331,-0.34
654,314,0.0
652,331,-0.34
184,386,0.0
434,251,0.4574
556,501,0.3802
583,523,0.0
688,284,-0.296
568,488,0.3182
628,252,-0.0258
537,417,0.3164
494,361,-0.4374
494,361,-0.4374
184,384,0.1531
283,521,0.0
283,521,0.0
580,332,0.762
580,332,0.762
568,311,0.0
157,413,-0.4767
539,373,0.3182
459,463,0.636
678,293,0.5399
101,243,0.0
678,293,0.5399
654,317,0.0
580,332,0.0
580,332,0.0
184,384,0.0
186,386,-0.6892
107,206,0.0
496,460,0.6931
645,328,0.4576
569,489,-0.2924
140,232,0.0
678,293,-0.6235
290,334,0.0
290,334,0.0
406,474,0.504
290,334,0.0
396,430,-0.5386
688,284,0.6833
578,312,0.0
390,430,0.0
614,365,0.0
685,285,0.7644
151,417,0.8971
689,290,0.0
162,416,0.0
656,315,0.4003
623,337,0.0
141,396,0.0
523,463,0.5994
550,331,0.0
544,417,0.4215
585,323,0.0
614,347,0.2732
523,463,0.296
578,312,0.0
387,364,-0.7845
539,371,0.4404
523,463,0.0
524,433,0.6346
406,474,0.0
589,321,0.0
589,321,0.0
536,310,0.7034
523,463,0.3595
523,463,0.296
99,350,-0.6523
589,321,0.0
589,321,0.0
391,362,0.7809
485,392,-0.3447
131,336,-0.4404
535,295,0.3612
556,495,0.4466
534,341,-0.2177
523,463,0.0
454,465,-0.9037
454,465,0.0
531,352,0.0
531,352,0.0
563,480,0.6249
578,495,0.0
508,387,0.3182
301,334,-0.6908
550,331,-0.7346
550,331,-0.25
514,334,0.7407
652,329,0.0
534,341,0.0
146,418,-0.25
654,320,0.2714
523,463,0.296
654,320,-0.743
688,297,0.5093
387,433,0.0
391,385,0.4215
187,384,-0.9371
514,334,-0.6016
556,495,0.0
435,253,0.9018
534,419,-0.2411
103,210,0.34
637,346,0.0258
586,386,-0.5719
406,474,0.0
655,320,-0.296
106,211,-0.7096
523,463,0.3869
93,292,0.0
109,358,-0.0258
99,350,-0.6523
283,521,0.6369
283,521,0.6369
223,423,0.0
475,333,0.0
563,480,0.0
131,400,-0.484
131,400,-0.484
523,463,0.0
508,387,0.0
580,332,0.0
580,332,0.0
99,350,-0.6523
516,287,-0.7184
99,350,-0.6523
283,521,-0.3182
283,521,-0.3182
283,521,0.0
283,521,0.0
80,434,0.0
80,434,0.0
283,521,0.0
283,521,0.0
283,521,0.0
283,521,0.0
283,521,0.0
283,521,0.0
578,312,0.0
534,419,-0.6399
534,419,0.0
390,433,0.296
383,468,0.0
655,320,-0.5301
222,318,0.6369
233,313,0.0
233,313,0.0
619,346,0.3182
654,320,0.0
628,252,0.0
233,444,0.0
387,433,0.0
544,378,0.0
283,521,0.4738
283,521,0.4738
523,463,0.0
390,275,0.0
583,505,0.5423
544,378,-0.4939
523,463,0.0
563,480,0.0
556,495,0.0
301,334,0.3182
163,421,0.7351
256,372,-0.5106
256,372,0.7176
686,295,0.7579
256,372,0.0
619,346,0.0
406,474,0.7249
690,290,0.2732
565,466,0.7003
585,274,0.0
563,480,-0.2732
105,360,0.0
589,321,0.0
589,321,0.0
335,372,0.0
335,372,0.0
583,523,0.0
492,298,0.0
500,368,-0.5562
585,274,0.0
615,354,0.0
420,427,-0.3729
133,342,0.7739
585,274,-0.7506
394,427,0.0
149,413,0.0
583,523,-0.4939
283,521,0.0
283,521,0.0
148,414,0.7034
283,521,0.0
283,521,0.0
414,475,0.0
477,379,0.0
116,348,-0.5423
151,417,0.0
657,312,0.0
127,212,0.0
583,319,-0.5267
387,433,-0.3595
531,352,0.802
531,352,0.802
578,312,0.0
496,303,0.5473
387,433,-0.3595
564,306,0.0
564,306,0.0
537,417,0.0
102,240,-0.4995
160,408,0.0
574,402,-0.5106
223,423,0.4019
391,430,0.7717
620,344,0.0
420,427,-0.8534
556,495,0.0
222,423,0.0
523,463,-0.7213
152,412,-0.5411
585,274,0.0
586,324,0.4404
80,434,0.0
80,434,0.0
149,413,0.0
417,477,0.4404
661,318,0.8011
585,274,0.0
149,413,0.0
117,346,0.6369
406,474,-0.68
637,346,0.3252
556,496,0.0
76,242,-0.4767
585,274,0.0
283,521,0.0
283,521,0.0
219,423,0.6597
496,303,0.0
592,359,0.0
652,327,0.0
505,387,0.0
552,317,0.0
331,444,0.6739
592,359,-0.1027
523,434,0.2263
459,463,0.6588
592,359,-0.4981
149,415,0.0
385,462,0.0
637,346,-0.4466
119,348,0.627
459,463,0.658
531,352,0.0
531,352,0.0
586,324,0.0
586,324,0.0
655,316,0.34
387,433,-0.7531
184,386,0.0
459,463,-0.4767
537,295,0.4019
641,332,0.5994
586,324,0.0
119,348,0.0
176,261,-0.5859
387,433,0.0
298,329,0.784
586,324,0.0
103,362,0.4404
435,255,-0.25
184,384,-0.1779
103,362,-0.6249
641,332,-0.8271
678,293,-0.3453
655,320,0.0
586,324,0.0
387,433,0.0
119,348,0.0
387,433,0.0
614,347,0.2263
300,331,-0.5106
146,418,-0.4466
150,412,0.8257
172,275,0.0
119,348,0.7371
654,320,0.2263
678,293,-0.3855
655,316,-0.795
581,504,-0.3578
685,306,-0.4777
685,306,-0.4777
146,418,-0.1531
148,414,0.0
678,293,0.0
537,417,0.0
537,417,0.0
586,512,0.0
585,323,0.5563
387,433,0.0
586,512,0.0
654,320,0.7964
654,320,0.6369
373,479,0.0
373,479,0.0
419,346,0.807
373,479,0.0
520,356,0.0
154,417,0.2263
490,466,0.0
406,474,0.0
105,203,0.0
105,203,0.0
162,434,0.0
148,414,0.0
477,379,0.0
148,414,-0.6514
520,356,0.0
154,417,-0.5514
186,384,0.0
531,352,-0.8755
531,352,-0.8755
520,356,0.0
106,204,0.0
223,423,0.5399
76,242,0.4395
628,328,0.0
582,387,0.1027
654,318,0.4939
553,394,0.0
382,466,0.0
651,318,0.5429
477,379,0.0
382,466,-0.5574
537,417,0.7269
686,295,0.0
655,320,0.0
654,318,-0.7096
382,466,-0.0772
406,474,0.0
146,418,0.5106
146,418,0.0
640,330,0.8972
670,289,-0.6249
382,466,0.0
523,463,-0.4184
584,509,0.0
283,446,0.0
537,333,0.0
655,320,0.0
186,383,0.0
654,314,0.0
667,309,-0.296
435,253,0.8449
113,351,0.5423
106,204,0.0
492,282,0.0
584,509,0.0
496,303,0.0
283,521,0.0
283,521,0.0
619,346,0.4939
97,233,0.4534
654,318,-0.3612
108,369,-0.1027
152,413,0.5859
80,434,0.0
80,434,0.0
553,394,0.0
590,276,0.705
490,466,0.0
146,418,0.0
654,318,-0.296
490,466,0.0
146,418,0.25
223,423,0.0
514,334,-0.3818
654,318,-0.4019
186,384,0.0
109,362,0.6369
260,342,-0.4939
108,369,-0.0772
435,253,0.3818
490,466,0.0
149,415,0.4767
149,415,0.0
149,415,0.0
551,291,0.0
134,375,-0.2263
131,400,0.7882
131,400,0.7882
686,295,0.0
325,419,-0.5719
325,419,-0.5719
384,517,0.6908
133,336,-0.2509
471,400,0.0
146,418,-0.7906
496,300,0.0
146,418,0.0
146,418,0.8004
90,194,0.4215
131,400,0.7365
131,400,0.7365
654,318,0.0
531,352,0.0
531,352,0.0
105,203,0.4939
105,203,-0.5106
105,365,0.0
162,434,-0.1779
162,434,-0.6705
162,434,0.0
162,434,-0.6908
162,434,-0.4404
162,434,0.0
654,318,-0.4926
162,434,-0.4215
162,434,0.34
620,344,0.0
162,434,-0.25
620,344,0.296
654,318,0.0
620,344,0.4753
620,344,0.4215
620,344,0.0
620,344,0.4576
184,384,-0.6597
103,210,0.3164
110,358,0.0
628,252,0.6249
133,342,0.0
110,358,0.0
301,335,0.0
586,324,0.2023
149,415,-0.5106
537,295,-0.5423
586,324,0.3612
537,333,0.743
335,372,0.0
335,372,0.0
628,252,0.0
397,323,0.4404
397,323,0.4404
110,358,0.0
98,292,0.0
100,197,0.0
149,415,0.0
620,344,0.0
100,197,0.0
105,203,-0.5994
100,197,0.0
149,415,-0.3612
149,415,0.0
100,197,0.0
223,423,-0.4767
661,316,-0.7717
620,344,0.0
654,318,-0.4926
152,412,-0.5766
116,348,-0.5106
116,348,0.4939
531,352,0.0
531,352,0.0
116,348,-0.1531
146,418,-0.2263
116,348,0.0
116,348,0.3506
469,400,0.0
589,321,-0.3818
589,321,-0.3818
440,290,0.0
620,344,0.0
105,203,0.0
496,300,-0.296
534,341,0.7003
599,390,0.5423
490,466,-0.1511
407,386,-0.5574
507,422,0.0
620,344,0.0
555,500,0.0
76,242,0.0
569,306,0.1531
569,306,0.1531
661,316,0.0
504,461,0.6892
149,413,0.0
397,323,0.5859
397,323,0.5859
105,203,0.0
620,344,0.0
660,308,0.0
534,341,-0.7845
146,418,0.0
80,434,-0.8356
80,434,-0.8356
688,284,0.296
155,417,0.5719
688,284,-0.3744
521,284,0.0
496,300,0.0
223,423,0.0
119,348,-0.2732
597,419,0.4588
223,423,0.4404
620,344,0.0
507,422,0.7178
592,359,0.0
106,207,0.0772
223,423,0.0
534,417,0.0
592,359,0.4019
620,344,0.0
163,421,0.0
283,521,0.3182
283,521,0.3182
223,423,0.0
283,521,0.5574
283,521,0.5574
589,321,0.0
589,321,0.0
223,423,-0.6908
223,421,-0.8402
495,296,0.0
283,521,-0.3818
283,521,-0.3818
494,361,-0.4545
494,361,-0.4545
620,344,0.0
679,295,0.0
544,378,0.25
494,361,0.9167
494,361,0.9167
581,504,-0.4939
600,390,0.6249
600,390,0.0
407,386,0.0
600,390,0.0
624,337,0.0
660,318,0.0
660,318,-0.6597
620,344,0.0
618,344,0.0
618,344,0.0
622,338,0.0
523,463,-0.8176
592,359,-0.7906
103,362,-0.126
592,359,0.4215
620,344,0.0
490,466,-0.5411
512,415,-0.1571
597,419,0.0
157,420,0.0
471,469,0.0
471,469,0.0
601,283,-0.638
471,469,0.0
108,368,-0.296
619,346,0.7096
577,312,0.0
620,344,0.0
494,361,0.5449
494,361,0.5449
102,199,0.0
577,312,0.0
544,378,0.0
589,321,0.0
589,321,0.0
601,283,-0.638
109,333,0.0
640,330,-0.0258
523,463,-0.4215
580,332,0.0
580,332,0.0
103,362,0.5106
601,283,0.0
523,434,0.0
387,364,-0.3182
164,433,0.0
103,362,-0.4215
387,364,0.0
387,364,0.0
103,362,0.0
544,378,0.0
537,417,0.0
544,378,-0.5994
628,328,-0.5371
387,364,-0.2732
620,344,0.0
387,364,0.0
387,364,0.0
580,332,0.0
580,332,0.0
387,364,0.4019
283,521,-0.6166
283,521,-0.6166
520,356,0.0
94,341,0.7184
654,318,-0.5106
387,364,0.0
654,318,-0.5106
105,362,0.296
387,364,-0.6486
477,379,0.0
620,344,0.0
589,321,0.0
589,321,0.0
219,423,0.836
589,321,-0.0772
589,321,-0.0772
419,345,0.1901
544,378,0.6249
653,317,0.0
589,321,0.0
589,321,0.0
219,423,0.7096
414,469,0.0
384,461,0.0
577,312,-0.25
199,372,0.0258
199,372,0.0258
105,362,0.5106
657,305,0.0
657,305,0.0
657,305,0.0
105,362,0.0
105,362,0.0
577,312,0.0
629,281,0.0
577,312,-0.3818
544,378,0.0
620,344,0.0
657,305,0.0
149,415,-0.296
556,346,0.128
556,346,0.128
577,312,-0.2023
149,415,0.0
520,356,0.0
654,318,0.0
556,346,-0.5719
556,346,-0.5719
105,203,0.3382
577,312,0.0
657,305,-0.6908
580,332,0.0
580,332,0.0
577,312,-0.6908
580,332,0.0
580,332,0.0
462,438,0.0
467,376,-0.4215
149,415,0.0
583,277,0.0
577,312,-0.2263
580,332,0.0
580,332,0.0
462,438,0.0
618,345,-0.8126
571,484,0.0
620,344,0.0
618,345,0.0
409,469,0.3818
409,469,0.0772
496,303,-0.4168
531,352,0.6369
531,352,0.6369
527,411,0.2023
661,287,-0.5848
651,320,-0.5994
531,352,0.0
531,352,0.0
577,312,0.4404
655,320,-0.5267
657,305,-0.5859
544,378,0.4767
406,474,0.7712
657,305,0.25
657,305,-0.5423
668,316,0.0
583,517,-0.2263
688,284,0.0088
661,287,0.0
657,305,0.0
589,321,-0.128
589,321,-0.128
620,344,0.0
618,345,-0.4767
537,413,0.0
544,378,0.0
661,287,0.0
619,346,-0.34
543,296,0.0
589,321,-0.4215
589,321,-0.4215
335,372,0.0
335,372,0.0
656,313,0.0
523,463,-0.0387
584,515,0.0
300,321,0.0
584,515,-0.6597
627,372,0.8083
300,321,0.0
655,320,-0.6166
655,320,0.0
300,321,-0.2263
283,521,0.0
283,521,0.0
655,320,-0.516
498,343,0.5667
655,320,0.0
620,344,0.0
406,474,0.5893
403,386,0.0
682,284,0.0
601,283,-0.7482
578,312,0.0
514,334,0.6114
496,303,0.4574
655,320,-0.6841
146,418,0.0
106,366,0.0
523,463,-0.3182
574,400,0.0
523,463,0.0
578,395,0.0
105,366,0.0
103,362,0.0
534,419,0.0
628,252,0.0
628,252,0.0
387,433,0.0
655,320,0.0
105,366,-0.5106
300,321,0.4417
655,320,-0.5319
529,436,0.0
387,433,0.0
655,320,0.0
563,480,0.2732
620,344,0.0
140,395,0.4215
531,352,-0.4215
531,352,-0.4215
655,320,-0.5473
655,320,-0.7531
559,473,0.0
655,320,0.0
531,352,-0.5106
531,352,-0.5106
426,482,0.6988
616,346,0.0
531,352,-0.4215
531,352,-0.4215
655,320,0.8208
99,244,0.0
419,345,0.0
531,352,0.0
531,352,0.0
588,273,0.0
655,320,0.0
531,352,0.0
531,352,0.0
95,258,0.0
554,494,0.4939
97,233,0.7096
95,258,-0.4215
580,332,-0.1531
580,332,-0.1531
531,352,-0.765
531,352,-0.765
387,433,-0.743
406,474,0.0
95,258,0.6249
419,345,0.0
531,352,-0.6808
531,352,-0.6808
382,466,0.0
531,352,-0.4939
531,352,-0.4939
95,258,-0.7003
574,400,0.0
159,209,0.0
613,338,-0.1779
533,344,0.0
159,209,0.0
536,413,0.25
654,318,-0.6908
531,352,0.0
531,352,0.0
466,350,0.0
95,258,0.0
620,344,0.0
531,352,0.0
531,352,0.0
159,209,0.0
283,521,0.4939
283,521,0.4939
531,352,0.0
531,352,0.0
554,494,0.5574
514,334,0.0
406,474,-0.2732
655,320,0.0
448,435,0.0
186,384,0.0
537,416,-0.4404
637,346,0.0
601,283,-0.7759
108,368,0.0
471,400,0.0
534,419,0.0
406,474,-0.3818
494,301,0.0
654,318,-0.8519
406,474,0.0
283,521,0.0
283,521,0.0
601,283,0.6784
494,361,-0.2732
494,361,-0.2732
108,368,0.0
406,474,0.0
574,400,-0.5106
651,318,-0.2276
481,446,0.0
102,199,0.0
618,345,0.7269
582,501,0.0258
190,450,-0.7148
566,308,0.0
654,318,0.4939
469,400,0.3182
660,308,-0.5423
146,418,0.0
331,444,0.4215
620,344,0.0
218,421,0.0
569,488,0.6351
580,332,0.6808
580,332,0.6808
382,466,0.0
108,368,0.0
617,347,0.3818
653,317,0.0
574,400,0.0
108,368,0.34
575,395,0.2677
147,409,-0.3818
588,277,0.0
119,348,0.0
578,493,0.0
642,330,0.0
407,386,0.0
619,346,-0.4708
469,350,-0.8316
642,330,0.0
569,488,0.4939
653,317,0.0
601,283,-0.3867
653,317,0.0
301,334,0.2263
583,515,0.0
119,348,0.0
623,345,0.0
435,466,-0.5994
219,423,0.0
642,330,-0.743
683,294,-0.3612
631,283,0.9511
569,488,0.7592
577,312,-0.3818
689,281,0.0
387,433,0.0
256,450,0.0
387,433,0.0
154,417,0.743
615,282,0.4215
621,341,-0.5423
619,346,0.0
194,290,-0.5242
108,368,-0.6808
619,346,0.0
522,355,0.0
589,321,-0.5267
589,321,-0.5267
580,332,0.0
580,332,0.0
620,344,0.0
108,368,0.0
106,212,0.0
569,488,0.0
654,320,0.4336
552,327,0.0
559,497,0.8257
491,301,0.5859
660,316,0.0
108,368,0.4753
559,497,0.6331
570,466,-0.1007
513,331,0.0
567,375,0.0
108,368,0.0
106,212,0.0
654,318,0.0
668,309,0.3089
574,400,0.9266
406,474,0.0
640,325,0.4939
577,312,0.3612
108,368,0.6697
569,488,-0.6588
454,465,0.6588
402,445,0.0
394,427,0.0
660,308,0.0
654,318,0.0
283,521,0.0
283,521,0.0
654,318,0.0
596,283,0.0
574,400,-0.8585
654,320,0.0
628,252,0.0
628,252,0.0
406,474,0.0
108,368,0.0
523,463,0.0
108,368,0.0
685,306,-0.5848
685,306,-0.5848
577,312,-0.3818
577,312,-0.4019
660,308,0.0
388,431,0.0
593,291,-0.5538
408,466,0.0
283,521,0.9442
283,521,0.9442
619,342,-0.0772
615,282,-0.2263
406,474,-0.5719
654,318,0.2023
628,252,0.0
628,252,0.0
544,378,-0.7783
537,417,0.4215
599,285,0.0
186,384,0.0
406,474,0.8176
654,320,-0.3818
620,344,0.0
106,212,0.0
108,368,-0.836
647,325,-0.4588
108,368,0.0
108,368,0.0
654,318,0.8555
654,320,0.5267
544,378,0.0
106,212,-0.5267
384,461,-0.1531
552,332,0.6166
471,463,-0.3109
654,320,0.5256
223,421,0.1027
384,461,0.0
686,294,0.0
113,351,0.9001
531,352,0.0
531,352,0.0
459,463,-0.5994
522,256,0.6249
654,320,-0.6597
589,321,0.0
589,321,0.0
551,294,0.0
548,440,0.4215
388,431,0.0
406,474,0.0
382,466,0.0
388,431,0.0
223,421,-0.743
388,431,0.0
420,427,0.0
382,466,0.784
556,495,0.0
420,427,0.0
382,466,0.0
99,244,0.0
406,474,0.5859
80,434,-0.2003
80,434,-0.2003
382,466,-0.5093
382,466,0.0
556,495,-0.3885
406,474,0.0
394,429,-0.5106
589,321,0.0
589,321,0.0
655,305,-0.5423
654,318,-0.1027
577,312,0.0
102,199,0.4404
620,344,0.0
678,293,-0.7901
577,312,0.0
590,276,0.0
406,474,0.0
158,419,0.0
640,330,0.0
382,466,0.0
612,280,0.4019
640,330,0.0
468,346,-0.379
548,440,0.0
654,318,0.4588
471,463,-0.4708
640,330,-0.2263
678,293,0.0
580,332,0.0
580,332,0.0
544,378,0.7269
382,466,0.0
584,428,0.0
552,288,-0.4137
523,463,-0.6351
99,245,-0.2462
582,325,0.0
584,428,0.0
584,428,0.0
283,521,-0.7964
283,521,-0.7964
108,369,0.0516
584,428,0.0
382,466,0.3612
678,293,0.5067
525,330,0.7718
97,220,0.0
584,428,0.0
510,462,-0.5423
382,466,0.0
466,350,0.5106
584,428,-0.1363
538,343,0.0
496,303,0.0
382,466,0.0
496,303,-0.5106
619,346,0.0
537,417,-0.3382
382,466,-0.5358
80,434,0.0
80,434,0.0
681,297,0.0
495,299,0.0
622,338,-0.6808
598,357,0.0772
382,466,-0.3404
555,490,0.0
108,359,0.0
654,314,0.0
619,346,0.0
223,421,-0.092
681,297,0.0
283,521,0.0
283,521,0.0
588,273,0.281
382,466,-0.5267
384,461,0.0
685,294,-0.3818
384,461,0.2057
660,316,0.0
382,466,0.0
654,320,0.4111
619,346,0.0
496,303,-0.4939
660,316,0.0
103,362,0.3612
382,466,0.0
654,318,-0.4767
588,273,-0.6124
685,294,0.0
382,466,0.0
146,418,0.126
686,295,-0.1779
620,344,0.0
654,318,0.0
660,316,0.0
382,466,0.0
100,352,0.0
382,466,0.0
654,318,-0.6249
146,418,0.0
406,474,0.0
548,440,0.0
382,466,0.0
509,406,-0.4019
660,316,0.4019
625,344,-0.7269
406,474,0.0
654,318,-0.5106
146,418,-0.6124
619,346,0.0
382,466,0.0
683,294,-0.4995
424,468,0.6808
382,466,0.0
387,433,0.0
590,276,0.4939
146,418,0.0
406,474,0.0
382,466,0.0
146,418,0.0
614,281,0.0
617,344,0.0
679,295,-0.8752
100,352,0.0
382,466,0.0
108,369,0.2561
578,312,0.0
395,430,0.0
496,303,0.5673
382,466,0.0
469,400,-0.3818
654,320,0.0
382,466,0.0
393,433,0.4939
103,210,-0.5859
382,466,0.0
523,463,0.6486
407,473,0.6362
101,245,0.25
100,352,0.0
382,466,0.0
590,276,0.6705
406,474,-0.3612
520,356,0.0
571,486,0.0
219,423,0.0
406,474,0.0
590,276,0.0
80,434,0.2023
80,434,0.2023
406,474,0.5696
548,290,-0.1511
525,330,0.0
509,406,0.4567
654,320,0.0
404,312,0.0
556,495,0.0
588,273,0.0
580,332,-0.3252
580,332,-0.3252
100,352,0.0
550,290,0.3382
580,332,-0.5267
580,332,-0.5267
620,344,0.0
283,521,-0.5106
283,521,-0.5106
219,423,0.3182
580,332,0.0
580,332,0.0
580,332,0.2732
580,332,0.2732
550,290,0.0
113,351,0.0
103,210,0.6369
544,378,-0.5267
100,352,0.0
146,418,0.0
436,253,0.3348
459,463,0.0
436,253,0.3348
580,332,0.4215
580,332,0.4215
146,418,0.0
113,351,0.0
116,348,0.3612
640,330,0.0
190,450,-0.4023
139,390,0.0
618,345,0.0
556,495,0.0
146,418,0.0
654,318,0.8225
651,329,0.0
490,466,0.0
496,303,0.34
581,523,0.0
113,351,-0.8126
496,303,0.3612
534,419,-0.9153
436,253,-0.6908
654,320,0.0
419,345,0.6249
103,364,0.0
667,305,-0.4019
544,434,0.6249
132,377,-0.4215
544,378,0.0
637,346,0.0
544,378,0.0
146,418,0.0
544,378,0.0
563,480,0.0
686,295,0.0
651,313,0.0
80,434,-0.4939
80,434,-0.4939
563,480,-0.3818
496,303,0.0516
146,418,0.0
544,378,0.0
301,334,-0.1093
620,344,0.0
544,378,0.6249
544,378,0.0
696,273,0.0
406,472,0.7906
494,361,0.0
494,361,0.0
654,320,-0.1531
146,418,0.0
283,521,0.8083
283,521,0.8083
454,465,0.5255
105,214,-0.3089
106,362,0.0
406,474,0.0
563,494,-0.3818
426,482,0.4716
666,309,0.6249
162,208,0.0
407,386,0.0
162,208,0.0
162,208,-0.6908
406,474,0.0
590,271,0.34
640,330,-0.6597
590,271,-0.4939
654,320,-0.4019
162,208,0.0
190,450,0.0
598,391,0.0
162,208,-0.3365
654,320,0.0
162,208,0.0
162,208,0.0
283,521,-0.6196
283,521,-0.6196
100,352,0.0
406,474,0.0
162,208,0.0
555,493,0.4404
162,208,-0.5267
162,208,-0.5106
146,418,0.0
190,450,-0.7456
406,474,0.0
184,384,0.0
544,378,0.6114
406,474,0.0
283,521,0.5172
283,521,0.5172
146,418,0.0
146,418,-0.5994
140,395,-0.5574
406,474,0.0
300,330,0.0
103,362,0.0
103,362,0.0
99,244,0.0
531,352,0.0
531,352,0.0
686,295,-0.5719
688,304,0.0
390,275,0.0
172,275,0.6399
512,435,0.0
580,332,-0.4003
580,332,-0.4003
580,332,-0.34
580,332,-0.34
406,474,0.0
105,360,-0.2182
283,521,-0.4981
283,521,-0.4981
654,318,0.8126
406,474,0.4939
406,474,0.7568
620,344,0.0
300,330,0.6249
563,494,0.0
300,330,-0.6597
406,474,-0.8216
531,352,-0.5106
531,352,-0.5106
406,474,0.0
660,318,0.0
300,330,0.5859
434,251,-0.4168
580,332,0.0
580,332,0.0
387,433,0.0
300,330,0.0
434,251,-0.5983
696,272,-0.6239
681,297,0.0
283,521,0.2556
283,521,0.2556
700,300,-0.5423
406,474,0.0
700,300,-0.6808
637,346,0.7698
385,499,0.8392
109,363,-0.3182
283,521,-0.5216
283,521,-0.5216
300,330,0.0
582,522,0.5859
301,334,0.4767
601,283,0.4404
80,434,0.0
80,434,0.0
568,313,-0.296
648,318,-0.3804
146,418,0.0
301,334,0.4215
153,413,0.0
440,290,0.4767
537,274,0.0
544,378,-0.5106
153,413,0.0
373,479,0.0
373,479,0.0
146,418,0.0
153,413,0.0
283,446,0.8689
153,413,0.5267
544,378,0.0
681,297,-0.0572
300,330,0.0
283,521,0.0
283,521,0.0
654,318,0.5574
686,304,0.0
523,463,-0.5719
496,303,0.0
190,450,0.0
654,318,-0.4023
384,396,0.0
283,521,0.7228
283,521,0.7228
544,378,0.0
300,330,-0.802
300,330,-0.4767
107,368,0.1027
620,344,0.0
496,303,0.0
514,334,0.0
652,316,0.6971
146,418,-0.5707
654,318,-0.296
683,284,-0.7579
80,434,0.0
80,434,0.0
494,297,0.0
544,378,-0.2263
146,418,0.0
80,434,0.0
80,434,0.0
313,328,-0.3612
313,328,-0.3612
313,328,-0.3612
313,328,-0.3612
146,418,0.0
654,318,-0.6124
313,328,0.0
313,328,0.0
313,328,0.0
313,328,0.0
80,434,0.5622
80,434,0.5622
544,378,0.6369
426,482,0.0
146,418,0.0
654,318,0.0
146,418,0.0
133,336,0.6115
406,474,0.0
283,521,-0.2263
283,521,-0.2263
559,493,0.0
601,283,-0.7759
654,318,0.8779
146,418,0.0
406,474,0.0
601,283,-0.7759
544,378,0.0
165,430,0.1531
283,521,-0.5719
283,521,-0.5719
406,474,0.0
184,386,0.0
406,474,0.0
406,474,0.0
406,474,0.0
686,295,0.0
686,295,0.0
590,276,-0.3612
572,469,0.0
105,362,-0.3182
196,198,0.0
406,474,0.0
300,330,0.0
537,417,0.0
537,417,-0.6369
654,318,-0.2484
406,474,0.0
537,417,0.0
300,334,-0.296
651,329,0.0
406,474,0.0
434,251,-0.296
455,372,0.0
455,372,0.0
620,344,0.0
406,474,0.0
283,521,0.1363
283,521,0.1363
654,318,-0.1091
570,486,0.0
406,474,0.0
651,329,0.0
387,433,0.0
283,521,-0.765
283,521,-0.765
580,332,0.5423
580,332,0.5423
631,283,-0.7088
578,493,-0.296
577,310,0.0
651,329,0.5859
617,347,0.0
651,329,0.0
300,330,0.0
406,474,0.0
580,332,0.6249
580,332,0.6249
495,299,0.0
387,433,-0.4588
583,517,-0.3818
654,318,0.0
651,329,0.0
637,305,0.3802
654,318,-0.4588
631,283,0.0
387,433,0.0
492,461,0.2905
300,330,0.0
523,463,0.0
640,330,0.0
651,329,0.0
654,318,0.34
406,474,0.0
654,318,0.0
406,474,0.0
495,299,0.0
387,433,0.0
523,463,-0.631
654,318,-0.4499
469,400,0.5719
103,362,0.626
629,283,0.34
523,463,0.0
456,322,0.0
584,516,0.0
495,299,0.0
256,372,0.0
654,318,0.4576
256,372,0.0
581,504,0.0
590,276,0.0
416,432,0.0
300,330,-0.1027
581,504,0.0
395,426,0.0
507,388,0.0
651,329,-0.296
523,463,0.0
523,463,0.0
581,504,0.0
256,372,-0.5994
523,463,0.0
495,299,0.0
76,242,-0.7512
581,504,-0.765
406,474,-0.893
393,433,0.4588
80,434,0.4019
80,434,0.4019
523,463,0.0
581,504,0.0
256,372,0.0
620,344,0.0
654,318,-0.7351
428,436,0.0
256,372,0.0
469,400,0.0
146,418,0.0
256,372,0.7003
581,504,0.0
532,336,0.34
435,250,0.0
256,372,0.0
477,379,0.0
629,283,0.0
589,321,0.7553
589,321,0.7553
671,287,0.7154
256,372,-0.4404
495,299,0.5574
454,465,0.126
569,321,0.3612
629,376,0.4199
256,372,0.0
556,495,0.0
666,309,-0.4767
256,372,0.5423
387,433,0.0
590,276,0.0
256,372,-0.4404
575,393,-0.6249
575,393,0.0
534,413,-0.6124
146,418,0.0
164,428,-0.3818
